image,caption,rating
http://134.100.15.200/flickr8k/Images/1174629344_a2e1a2bdbf.jpg, A group of people walking a city street in warm weather .,4.0787525
http://134.100.15.200/flickr8k/Images/1174629344_a2e1a2bdbf.jpg, People waiting to cross the street in front of a pharmacy with lit up sign .,3.200914
http://134.100.15.200/flickr8k/Images/1174629344_a2e1a2bdbf.jpg, A man in a white uniform jumps while holding a basketball as another in blue blocks him .,1.1244922
http://134.100.15.200/flickr8k/Images/1174629344_a2e1a2bdbf.jpg, Two men walk through a city with words on the street .,2.367934
http://134.100.15.200/flickr8k/Images/1174629344_a2e1a2bdbf.jpg, A woman writing while standing by men .,3.612865
http://134.100.15.200/flickr8k/Images/1220401002_3f44b1f3f7.jpg, A small dogs ears stick up as it runs in the grass .,1.1177592
http://134.100.15.200/flickr8k/Images/1220401002_3f44b1f3f7.jpg," "" A dog in a grassy field ",1.2994936
http://134.100.15.200/flickr8k/Images/1220401002_3f44b1f3f7.jpg, Two woman and a child look at each other while a night party scene goes on behind them .,3.4589005
http://134.100.15.200/flickr8k/Images/1224851143_33bcdd299c.jpg, A little boy is jumping into an outdoor kiddie pool,2.362838
http://134.100.15.200/flickr8k/Images/1224851143_33bcdd299c.jpg, A little boy is jumping out of the pool .,1.3600012
http://134.100.15.200/flickr8k/Images/1237985362_dbafc59280.jpg, A little boy is jumping into an outdoor kiddie pool,2.3522162
http://134.100.15.200/flickr8k/Images/1248940539_46d33ed487.jpg, A young child with a dirty shirt is standing on a playground,2.6616511
http://134.100.15.200/flickr8k/Images/1248940539_46d33ed487.jpg, Three women are posing together in front of a Christmas tree .,1.3920772
http://134.100.15.200/flickr8k/Images/1248940539_46d33ed487.jpg, A happy child dangling from playground equipment smiles at the camera .,2.865786
http://134.100.15.200/flickr8k/Images/1248940539_46d33ed487.jpg, An older couple posing in front of a fountain for a picture,1.2314558
http://134.100.15.200/flickr8k/Images/1258913059_07c613f7ff.jpg, A crowd of people at an outdoor event,3.0463471
http://134.100.15.200/flickr8k/Images/1258913059_07c613f7ff.jpg, a young man jumping a back flip off of a concrete wall .,1.1181518
http://134.100.15.200/flickr8k/Images/1258913059_07c613f7ff.jpg, A man and a woman are walking past a car with a fancy symbol on the front .,1.1241323
http://134.100.15.200/flickr8k/Images/1258913059_07c613f7ff.jpg, A woman is reading literature and sitting on the front stoop of a building .,3.0323164
http://134.100.15.200/flickr8k/Images/1262583859_653f1469a9.jpg, A man wearing a dark blue hat sits on the ground and leans against a building .,1.1816841
http://134.100.15.200/flickr8k/Images/1262583859_653f1469a9.jpg, A young child is riding a purple bike .,2.8032813
http://134.100.15.200/flickr8k/Images/1262583859_653f1469a9.jpg, A kid in a blue top leaps into a raked pile of leaves in front of trees .,1.1268021
http://134.100.15.200/flickr8k/Images/1262583859_653f1469a9.jpg, A little boy with a blue helmet rides his bike with his feet on the handlebars .,2.4512372
http://134.100.15.200/flickr8k/Images/1262583859_653f1469a9.jpg, A cyclist in a helmet and yellow jersey .,4.105953
http://134.100.15.200/flickr8k/Images/1267711451_e2a754b4f8.jpg, A furry dog attempts to dry itself by shaking the water off its coat .,1.8290544
http://134.100.15.200/flickr8k/Images/1267711451_e2a754b4f8.jpg, A brown dog shaking off water .,1.3495165
http://134.100.15.200/flickr8k/Images/1267711451_e2a754b4f8.jpg, The large brown dog is chasing after the little brown dog .,1.1997784
http://134.100.15.200/flickr8k/Images/1267711451_e2a754b4f8.jpg, A dog running with a blue toy in its mouth .,1.3905259
http://134.100.15.200/flickr8k/Images/1267711451_e2a754b4f8.jpg, Two dogs run down a dirt path in the forest .,2.0306685
http://134.100.15.200/flickr8k/Images/127488876_f2d2a89588.jpg," ""The guy in the blue and white jersey is running ",1.9377339
http://134.100.15.200/flickr8k/Images/127488876_f2d2a89588.jpg," "" A dog in a grassy field ",1.4554161
http://134.100.15.200/flickr8k/Images/127488876_f2d2a89588.jpg, A dog fetches a ball in a field .,1.1385888
http://134.100.15.200/flickr8k/Images/127488876_f2d2a89588.jpg, A group of five adults stand posing in front of buildings .,1.3279576
http://134.100.15.200/flickr8k/Images/127490019_7c5c08cb11.jpg, A group of five adults stand posing in front of buildings .,1.1177291
http://134.100.15.200/flickr8k/Images/127490019_7c5c08cb11.jpg, People are standing around a scenic lookout on a sunny day .,3.2393625
http://134.100.15.200/flickr8k/Images/127490019_7c5c08cb11.jpg, A woman holds a fat baby with sunglasses and a denim hat .,1.4374591
http://134.100.15.200/flickr8k/Images/1282392036_5a0328eb86.jpg, A woman with holding a young girl playing with bubbles at a picnic .,2.746171
http://134.100.15.200/flickr8k/Images/1282392036_5a0328eb86.jpg, Little girl playing on a scooter in her house .,1.528091
http://134.100.15.200/flickr8k/Images/1282392036_5a0328eb86.jpg, A woman next to a dog which is running an obstacle course .,1.513624
http://134.100.15.200/flickr8k/Images/1282392036_5a0328eb86.jpg, A child in Hawaiian clothing jumps and poses in a low cut yard nearby a fence and building .,1.1618636
http://134.100.15.200/flickr8k/Images/1287073593_f3d2a62455.jpg, A woman holding a black leash and a man looking down .,1.6745093
http://134.100.15.200/flickr8k/Images/1287073593_f3d2a62455.jpg, Two black dogs run through sand .,3.391192
http://134.100.15.200/flickr8k/Images/1287073593_f3d2a62455.jpg, A person riding a snowboard jumps high over the snowy hill .,1.3008649
http://134.100.15.200/flickr8k/Images/1287073593_f3d2a62455.jpg, People are watching a snowboarder perform a trick in the air .,1.1419688
http://134.100.15.200/flickr8k/Images/1287073593_f3d2a62455.jpg, An airborne dog on a leash with a woman .,3.0162454
http://134.100.15.200/flickr8k/Images/1287475186_2dee85f1a5.jpg, Two black dogs are dog paddling in a sparkling blue pool .,1.1207397
http://134.100.15.200/flickr8k/Images/1287475186_2dee85f1a5.jpg, A swimmer is doing the backstroke in the swimming pool .,2.0598192
http://134.100.15.200/flickr8k/Images/1298295313_db1f4c6522.jpg, Boys in life jackets on a watercraft .,3.0487292
http://134.100.15.200/flickr8k/Images/1298295313_db1f4c6522.jpg, a boy jumps into the blue pool water .,3.8095176
http://134.100.15.200/flickr8k/Images/1298295313_db1f4c6522.jpg, A surfer rides a wave in a clear blue ocean .,2.8794386
http://134.100.15.200/flickr8k/Images/1298295313_db1f4c6522.jpg, A boy is about to jump into the water .,3.991807
http://134.100.15.200/flickr8k/Images/1311388430_4ab0cd1a1f.jpg, A snowboarder jumps high in the air over a snowy hill .,2.6606495
http://134.100.15.200/flickr8k/Images/1311388430_4ab0cd1a1f.jpg, Person snowboarding at a ski slope .,1.2727567
http://134.100.15.200/flickr8k/Images/1311388430_4ab0cd1a1f.jpg, A person is in the air while riding his bicycle on top of the train on a clear blue sky day .,2.3193686
http://134.100.15.200/flickr8k/Images/1311388430_4ab0cd1a1f.jpg, A snowboarder in the air over a snowy mountain .,2.6240883
http://134.100.15.200/flickr8k/Images/1322323208_c7ecb742c6.jpg," ""Two children ",3.5867925
http://134.100.15.200/flickr8k/Images/1322323208_c7ecb742c6.jpg, A person on the beach beside the ocean at sunset .,3.9053612
http://134.100.15.200/flickr8k/Images/1322323208_c7ecb742c6.jpg, Two people walking along the beach at sunset towarn a group of people .,4.0471096
http://134.100.15.200/flickr8k/Images/1322323208_c7ecb742c6.jpg, A small girl is sitting on the cement dropping some chalk,2.5239305
http://134.100.15.200/flickr8k/Images/1322323208_c7ecb742c6.jpg, a dog on the beach .,2.204168
http://134.100.15.200/flickr8k/Images/132489044_3be606baf7.jpg, A man in a striped shirt is demonstrating a product .,2.4791455
http://134.100.15.200/flickr8k/Images/132489044_3be606baf7.jpg, A man and woman look back at the camera while standing in front of a red art structure .,1.1315514
http://134.100.15.200/flickr8k/Images/1329832826_432538d331.jpg, A person is hanging upside down from power lines .,1.2254114
http://134.100.15.200/flickr8k/Images/1329832826_432538d331.jpg, A crowd of people at an outdoor event,1.8233639
http://134.100.15.200/flickr8k/Images/1329832826_432538d331.jpg, An officer stands next to a car on a city street .,3.1148136
http://134.100.15.200/flickr8k/Images/1332722096_1e3de8ae70.jpg, People waiting to cross the street in front of a pharmacy with lit up sign .,2.776189
http://134.100.15.200/flickr8k/Images/1332722096_1e3de8ae70.jpg," "" A woman crosses the street near a man ",3.2747357
http://134.100.15.200/flickr8k/Images/1332722096_1e3de8ae70.jpg, A woman is doing a backwards flip in front of a crowd of other people sitting on the sidewalk .,1.5433589
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, A young girl jumping over a railing or a ladder on its side .,1.1543275
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, A crowd of people at an outdoor event,2.4161518
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, A woman next to a dog which is running an obstacle course .,1.127795
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, a middle aged man is standing next to a white wall underneath some catholic theme pictures .,1.175744
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, A woman writing while standing by men .,1.4374564
http://134.100.15.200/flickr8k/Images/1339596997_8ac29c1841.jpg, A group of children gather around a white dog on the grass outside .,1.1173888
http://134.100.15.200/flickr8k/Images/1343426964_cde3fb54e8.jpg, Two redheaded boys in brown shirts stand on a table and are fighting with sticks .,1.1941826
http://134.100.15.200/flickr8k/Images/1343426964_cde3fb54e8.jpg," "" A woman in a red coat is smiling ",2.217089
http://134.100.15.200/flickr8k/Images/1343426964_cde3fb54e8.jpg, A young boy jumps around on a blue mat with a half-smile on his face .,2.9950256
http://134.100.15.200/flickr8k/Images/1343426964_cde3fb54e8.jpg, A person wearing a red jacket and helmet walks up near the large rock .,1.2024114
http://134.100.15.200/flickr8k/Images/1343426964_cde3fb54e8.jpg, Two children kneeling down with pirate hats on,1.4755338
http://134.100.15.200/flickr8k/Images/1348304997_afe60a61df.jpg, A little boy slides down a bright red corkscrew slide .,1.7243826
http://134.100.15.200/flickr8k/Images/1348304997_afe60a61df.jpg, A little boy is leaping in the air onto a water slide .,2.9736338
http://134.100.15.200/flickr8k/Images/1348304997_afe60a61df.jpg, A kid in a blue top leaps into a raked pile of leaves in front of trees .,2.5930572
http://134.100.15.200/flickr8k/Images/1348304997_afe60a61df.jpg, A brown dog hops over a fallen tree branch .,1.1881199
http://134.100.15.200/flickr8k/Images/1352410176_af6b139734.jpg, A man kneels in the wet sand at a beach near a dog .,2.305961
http://134.100.15.200/flickr8k/Images/1352410176_af6b139734.jpg, A man in a brown sweater and a woman smile for their video camera .,2.0535703
http://134.100.15.200/flickr8k/Images/1352410176_af6b139734.jpg, A dog is running along the beach beside the ocean .,1.4215453
http://134.100.15.200/flickr8k/Images/1352410176_af6b139734.jpg, a dog on the beach .,1.5762748
http://134.100.15.200/flickr8k/Images/1356796100_b265479721.jpg, A toddler girl in a swing is laughing .,2.4048064
http://134.100.15.200/flickr8k/Images/136552115_6dc3e7231c.jpg, A grey dog walks on top of a fallen tree in the woods .,1.1163578
http://134.100.15.200/flickr8k/Images/136552115_6dc3e7231c.jpg, A black dog jumping off a river bank near a wooded area .,1.1258905
http://134.100.15.200/flickr8k/Images/136552115_6dc3e7231c.jpg, A man riding a brown horse poses in front of a mountain scene .,1.1251433
http://134.100.15.200/flickr8k/Images/136552115_6dc3e7231c.jpg, Person in blue jacket on a bike on a dirt course with people looking from behind a red and white barrier .,1.255495
http://134.100.15.200/flickr8k/Images/136644343_0e2b423829.jpg," "" A boy smiling ",3.5671854
http://134.100.15.200/flickr8k/Images/136644343_0e2b423829.jpg, A little boy in navy blue is running very fast .,3.3345459
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, Several people on top of a mountain look down at the ground .,1.1310831
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, A group of people are sitting on the porch of a brick building .,1.137153
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, A man wearing red shorts is holding onto the rocks beside the water .,2.5735435
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, A man scales a rock in the forest .,1.3133577
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, A person swimming in water nearby rocks and a small waterfall .,2.4313254
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, A person is standing on jagged rocks above the water below .,1.4120065
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, person rock climbing,1.1791536
http://134.100.15.200/flickr8k/Images/136886677_6026c622eb.jpg, Two people climb a rock overhanging water .,1.3400444
http://134.100.15.200/flickr8k/Images/1386964743_9e80d96b05.jpg," "" A white dog runs along a path ",2.3834424
http://134.100.15.200/flickr8k/Images/1386964743_9e80d96b05.jpg," "" A dog in a grassy field ",2.1782637
http://134.100.15.200/flickr8k/Images/1386964743_9e80d96b05.jpg," "" A picture of Albert Einstein on a white bear statue ",1.1251359
http://134.100.15.200/flickr8k/Images/1386964743_9e80d96b05.jpg, Two dogs run down a dirt path in the forest .,1.5893123
http://134.100.15.200/flickr8k/Images/1387785218_cee67735f5.jpg, Two girls and a woman walking on the sidewalk,2.884496
http://134.100.15.200/flickr8k/Images/1387785218_cee67735f5.jpg, A blonde girl surfing down a sandy hill,2.8472705
http://134.100.15.200/flickr8k/Images/1389264266_8170bc1c54.jpg, A woman in a red shirt with her arm raised .,2.56418
http://134.100.15.200/flickr8k/Images/1389264266_8170bc1c54.jpg, A girl in a black outfit with a red sash and a black headband has one hand on her waist and one extended straight out .,2.8738225
http://134.100.15.200/flickr8k/Images/1389264266_8170bc1c54.jpg," "" A man and a woman walking down a street ",3.0503073
http://134.100.15.200/flickr8k/Images/1392272228_cf104086e6.jpg, Three dogs running through water .,3.03285
http://134.100.15.200/flickr8k/Images/1392272228_cf104086e6.jpg, A black dog on a beach carrying a ball in its mouth .,3.1791058
http://134.100.15.200/flickr8k/Images/1392272228_cf104086e6.jpg, A white dog is running through the water onto the shore .,2.8205068
http://134.100.15.200/flickr8k/Images/1392272228_cf104086e6.jpg, A dog wading in the water with a ball in his mouth,3.098486
http://134.100.15.200/flickr8k/Images/1392272228_cf104086e6.jpg, A black dog walking along a rocky terrain .,3.3617213
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg, A homeless man stands with a sign next to orange construction cones .,1.2018232
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg, Three dogs running on a racing track .,1.1878475
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg, People at park sitting on benches and a woman taking care of her child in the stroller .,1.378268
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg, A woman holding a camera .,1.162685
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg," "" A man in a blue t-shirt holds a camera ",1.6347284
http://134.100.15.200/flickr8k/Images/1394368714_3bc7c19969.jpg," ""The legs and feet of people sitting on a wooden table ",1.7896856
http://134.100.15.200/flickr8k/Images/1402640441_81978e32a9.jpg, boy and girl make a sand castle,2.7350454
http://134.100.15.200/flickr8k/Images/1402640441_81978e32a9.jpg, A girl with a bucket of water is being chased by a boy with a bucket of water .,1.6134531
http://134.100.15.200/flickr8k/Images/1402640441_81978e32a9.jpg, A boy plays in the sand .,3.6774516
http://134.100.15.200/flickr8k/Images/1404832008_68e432665b.jpg, A blueish green car on a dirt road splashing water on the left .,2.5133758
http://134.100.15.200/flickr8k/Images/1404832008_68e432665b.jpg, Man falling off a blue surfboard in the ocean .,2.7699282
http://134.100.15.200/flickr8k/Images/1404832008_68e432665b.jpg, A person swimming in water nearby rocks and a small waterfall .,2.600131
http://134.100.15.200/flickr8k/Images/1404832008_68e432665b.jpg, Two people having a picnic by the shore .,1.3298004
http://134.100.15.200/flickr8k/Images/1404832008_68e432665b.jpg, A tan dog jumps into water .,1.7983499
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, A person walks along the beach and leaves footprints in the sand.,3.8660061
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, A dog is running along the beach beside the ocean .,1.3078468
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, Two kids playing on a pebble beach by the water,3.7858777
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, a dog on the beach .,1.4815184
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, A boy is on the beach with a paddle in his hand as he walks through the ocean water .,2.701903
http://134.100.15.200/flickr8k/Images/1408958345_68eea9a4e4.jpg, A young girl holding a boogie board at the beach,3.297031
http://134.100.15.200/flickr8k/Images/1415591512_a84644750c.jpg, A multicolor dog in a red collar crouching on the grass .,1.1713015
http://134.100.15.200/flickr8k/Images/1417031097_ab656bc4bd.jpg, a person is sliding down a brick rail on a snowboard .,2.9997344
http://134.100.15.200/flickr8k/Images/1417031097_ab656bc4bd.jpg," ""Four people holding each others shoulders with a brown dog in front of them ",1.2185808
http://134.100.15.200/flickr8k/Images/1425069308_488e5fcf9d.jpg, A white dog jumps to catch a blue ball in a living room .,4.5393953
http://134.100.15.200/flickr8k/Images/1425069308_488e5fcf9d.jpg, A white puppy is running on a tiled floor .,2.4192824
http://134.100.15.200/flickr8k/Images/1425069308_488e5fcf9d.jpg, Large dog plays with two smaller dogs on grass .,2.7550726
http://134.100.15.200/flickr8k/Images/1425069308_488e5fcf9d.jpg, A black dog and a white dog play in the street together .,2.8280625
http://134.100.15.200/flickr8k/Images/1427391496_ea512cbe7f.jpg, A black dog jumping off of a dock .,1.2452756
http://134.100.15.200/flickr8k/Images/1427391496_ea512cbe7f.jpg, The Asian girl wearing a pink and black striped top is walking next to the girl in the grey top .,1.3621899
http://134.100.15.200/flickr8k/Images/1427391496_ea512cbe7f.jpg, A dog standing on a beach .,1.3235021
http://134.100.15.200/flickr8k/Images/1432179046_8e3d75cf81.jpg, A person on the beach beside the ocean at sunset .,2.5355768
http://134.100.15.200/flickr8k/Images/1432179046_8e3d75cf81.jpg, A man wearing an orange cap sits on a white bench beside a blue trashcan .,1.2224641
http://134.100.15.200/flickr8k/Images/1432179046_8e3d75cf81.jpg, A person sits on a red bench to eat while another watches .,1.1589508
http://134.100.15.200/flickr8k/Images/1432179046_8e3d75cf81.jpg, two men sit on a chairlift .,1.1258246
http://134.100.15.200/flickr8k/Images/1433142189_cda8652603.jpg, A person is in the air while riding his bicycle on top of the train on a clear blue sky day .,1.1510216
http://134.100.15.200/flickr8k/Images/1433142189_cda8652603.jpg, A mountain biker is racing through a shaded trail .,2.6135764
http://134.100.15.200/flickr8k/Images/1433142189_cda8652603.jpg, A person is hiking to the top of a hill .,4.384107
http://134.100.15.200/flickr8k/Images/1433142189_cda8652603.jpg, A person descends a rope from a cliff into the ocean .,1.8019288
http://134.100.15.200/flickr8k/Images/143688283_a96ded20f1.jpg, A grey dog walks on top of a fallen tree in the woods .,1.1279291
http://134.100.15.200/flickr8k/Images/143688283_a96ded20f1.jpg, A little boy in a striped shirt is standing behind a tree .,1.540421
http://134.100.15.200/flickr8k/Images/143688283_a96ded20f1.jpg, A man in a white uniform jumps while holding a basketball as another in blue blocks him .,1.6058536
http://134.100.15.200/flickr8k/Images/143688283_a96ded20f1.jpg, A man scales a rock in the forest .,3.643602
http://134.100.15.200/flickr8k/Images/143688283_a96ded20f1.jpg, girl posing on tree,2.7847452
http://134.100.15.200/flickr8k/Images/1446053356_a924b4893f.jpg, Two girls in soccer strips are playing on a sports field .,3.5875173
http://134.100.15.200/flickr8k/Images/1446053356_a924b4893f.jpg, A woman riding a bike in a park,1.2194161
http://134.100.15.200/flickr8k/Images/1456393634_74022d9056.jpg, A person walks along the beach and leaves footprints in the sand .,3.8569653
http://134.100.15.200/flickr8k/Images/1456393634_74022d9056.jpg, A brown dog leaps into the air next to a black dog on a sandy bay .,1.7577208
http://134.100.15.200/flickr8k/Images/1456393634_74022d9056.jpg, A dog is running along the beach beside the ocean .,2.7188082
http://134.100.15.200/flickr8k/Images/1456393634_74022d9056.jpg, a large dog runs on the beach with something hanging out of its mouth .,1.8445128
http://134.100.15.200/flickr8k/Images/1456393634_74022d9056.jpg, a dog on the beach .,2.6276898
http://134.100.15.200/flickr8k/Images/1461667284_041c8a2475.jpg, A group of people walking a city street in warm weather .,1.1852492
http://134.100.15.200/flickr8k/Images/1461667284_041c8a2475.jpg, A crowd of people at an outdoor event,2.1449425
http://134.100.15.200/flickr8k/Images/1461667284_041c8a2475.jpg, Two women crossing the street on a cold day,1.1424836
http://134.100.15.200/flickr8k/Images/1461667284_041c8a2475.jpg, Two people on a motorcycle .,1.8774748
http://134.100.15.200/flickr8k/Images/1461667284_041c8a2475.jpg, Two people stop on an empty city street .,1.21627
http://134.100.15.200/flickr8k/Images/1467533293_a2656cc000.jpg," ""Two little girls ",3.8580859
http://134.100.15.200/flickr8k/Images/1467533293_a2656cc000.jpg, A group of children gather around a white dog on the grass outside .,1.124224
http://134.100.15.200/flickr8k/Images/1472230829_803818a383.jpg, Rafting boat on river .,4.2625475
http://134.100.15.200/flickr8k/Images/1472230829_803818a383.jpg, A person swimming in water nearby rocks and a small waterfall .,2.2124248
http://134.100.15.200/flickr8k/Images/1472882567_33dc14c8b6.jpg, Snowboarders sitting in the snow while skiers take the hill .,1.9138896
http://134.100.15.200/flickr8k/Images/1472882567_33dc14c8b6.jpg, Person snowboarding at a ski slope .,2.894155
http://134.100.15.200/flickr8k/Images/1472882567_33dc14c8b6.jpg, A person riding a snowboard jumps high over the snowy hill .,2.8928092
http://134.100.15.200/flickr8k/Images/1472882567_33dc14c8b6.jpg, a skier is throwing up snow as he skis off piste .,3.7095556
http://134.100.15.200/flickr8k/Images/1490213660_9ea45550cf.jpg, a brown and black dog swimming in a river,3.5324135
http://134.100.15.200/flickr8k/Images/1490213660_9ea45550cf.jpg," ""Two dogs ",2.8589296
http://134.100.15.200/flickr8k/Images/1490213660_9ea45550cf.jpg, A large white bird flying over water .,1.3740386
http://134.100.15.200/flickr8k/Images/1490213660_9ea45550cf.jpg, A white birds lands swiftly in the water .,1.7263093
http://134.100.15.200/flickr8k/Images/1490213660_9ea45550cf.jpg, a grey dog swimming through a river with a stick in his mouth,4.3535976
http://134.100.15.200/flickr8k/Images/1490670858_e122df2560.jpg, A homeless man stands with a sign next to orange construction cones .,1.2671232
http://134.100.15.200/flickr8k/Images/1490670858_e122df2560.jpg, A girl is wear a green dress .,1.5277768
http://134.100.15.200/flickr8k/Images/1490670858_e122df2560.jpg, Two people sit on a large rock near a city street .,1.2396673
http://134.100.15.200/flickr8k/Images/1499581619_a5f65a882c.jpg, People walking down a sidewalk on a beach .,3.769226
http://134.100.15.200/flickr8k/Images/1499581619_a5f65a882c.jpg, A black dog on a beach carrying a ball in its mouth .,1.1238395
http://134.100.15.200/flickr8k/Images/1499581619_a5f65a882c.jpg," "" A woman in a red coat is smiling ",1.8115981
